audio_mode,audio_split,checkpoint_path,checkpoint_sha256,checkpoint_step,integrated_unintended_key_state,max_target_key_state,max_unintended_key_state,mean_action_saturation,mismatched_sequence,native_reward_sum,pressed_key_f1,pressed_key_precision,pressed_key_recall,pressed_keys,sequence,sequence_group,sequence_name,shaped_return,strict_outcome,target_keys,timestep_f1,timestep_precision,timestep_recall,variant_index,wrong_press_count,wrong_pressed_keys
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.08046894371509553,0.5006012916564941,0.948215663433075,0.0909090909090909,76,5.599832150110486,0.0,0.0,0.0,56,75,anchor,anchor_75,-17.316488030599068,missed,54,0.0,0.0,0.0,0,1,56
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.08046894371509553,0.21273978054523468,0.948215663433075,0.0909090909090909,,5.525622090847159,0.0,0.0,0.0,56,76,anchor,anchor_76,-16.47915016233844,missed,55,0.0,0.0,0.0,0,1,56
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0,0.0,0.0,0.12878787878787878,,8.0818479093896,0.0,0.0,0.0,,76,anchor,anchor_76,-0.006314085753634572,missed,55,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.07666045427322388,0.2566169798374176,0.8635542392730713,0.0984848484848485,72,5.754478848409624,0.0,0.0,0.0,,76,anchor,anchor_76,-13.476160837253925,missed,55,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.09297513170167804,0.0,0.8514584302902222,0.04220779220779221,,17.160075252842166,0.0,0.0,0.0,,72-73,transition,transition_72_73,-14.797613024402686,missed,51-52,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0,0.0,0.0,0.1590909090909091,,20.075836261226275,0.0,0.0,0.0,,72-73,transition,transition_72_73,-0.013716516956977442,missed,51-52,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.1724201619625092,0.0,1.0,0.029220779220779224,73-72,14.38606836221663,0.0,0.0,0.0,45-56,72-73,transition,transition_72_73,-42.724596167653914,missed,51-52,0.0,0.0,0.0,0,2,45-56
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.16693927347660065,0.7081689834594727,1.0,0.029220779220779224,,14.88264021275096,0.0,0.0,0.0,45-56,73-72,transition,transition_73_72,-31.825632523822684,missed,51-52,0.0,0.0,0.0,0,2,45-56
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0,0.0,0.0,0.1590909090909091,,20.075836261226275,0.0,0.0,0.0,,73-72,transition,transition_73_72,-0.013716516956977442,missed,51-52,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.09416116923093795,0.6690224409103394,0.9459070563316345,0.029220779220779227,73-74,15.575467907528433,0.0,0.0,0.0,56,73-72,transition,transition_73_72,-9.723812808122398,missed,51-52,0.0,0.0,0.0,0,1,56
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.09416116923093795,0.6690224409103394,0.9459070563316345,0.029220779220779227,,15.575467907528433,0.0,0.0,0.0,56,73-74,transition,transition_73_74,-9.723812808122398,missed,52-53,0.0,0.0,0.0,0,1,56
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0,0.0,0.0,0.1590909090909091,,20.075836261226275,0.0,0.0,0.0,,73-74,transition,transition_73_74,-0.013716516956977442,missed,52-53,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.06233491376042366,0.6347743272781372,1.0,0.04220779220779221,74-73,16.184860104957238,0.0,0.0,0.0,56,73-74,transition,transition_73_74,-12.0152158275685,missed,52-53,0.0,0.0,0.0,0,1,56
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.08173871636390687,0.0,1.0,0.04220779220779221,,15.93663990623711,0.0,0.0,0.0,56,74-73,transition,transition_74_73,-19.50079954827775,missed,52-53,0.0,0.0,0.0,0,1,56
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0,0.0,0.0,0.1590909090909091,,20.075836261226275,0.0,0.0,0.0,,74-73,transition,transition_74_73,-0.013716516956977442,missed,52-53,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0932374469935894,0.0,1.0,0.03896103896103896,74-75,15.827294956288192,0.0,0.0,0.0,56,74-73,transition,transition_74_73,-18.490618957469245,missed,52-53,0.0,0.0,0.0,0,1,56
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0932374469935894,0.0,1.0,0.03896103896103896,,15.827294956288192,0.0,0.0,0.0,56,74-75,transition,transition_74_75,-18.490618957469245,missed,53-54,0.0,0.0,0.0,0,1,56
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0,0.0,0.0,0.1590909090909091,,20.075836261226275,0.0,0.0,0.0,,74-75,transition,transition_74_75,-0.013716516956977442,missed,53-54,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0955106258392334,0.0,1.0,0.03571428571428571,75-74,15.116008220347759,0.0,0.0,0.0,56,74-75,transition,transition_74_75,-17.623083580797246,missed,53-54,0.0,0.0,0.0,0,1,56
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0955106258392334,0.2098807841539383,1.0,0.03571428571428571,,15.119105546536222,0.0,0.0,0.0,56,75-74,transition,transition_75_74,-16.990271458892813,missed,53-54,0.0,0.0,0.0,0,1,56
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0,0.0,0.0,0.1590909090909091,,20.075836261226275,0.0,0.0,0.0,,75-74,transition,transition_75_74,-0.013716516956977442,missed,53-54,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.08313069241121411,0.2098807841539383,1.0,0.0487012987012987,75-76,15.45239328494369,0.0,0.0,0.0,56,75-74,transition,transition_75_74,-17.57971956956184,missed,53-54,0.0,0.0,0.0,0,1,56
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.08313069241121411,0.2098807841539383,1.0,0.0487012987012987,,15.45239328494369,0.0,0.0,0.0,56,75-76,transition,transition_75_76,-17.57971956956184,missed,54-55,0.0,0.0,0.0,0,1,56
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0,0.0,0.0,0.1590909090909091,,20.075836261226275,0.0,0.0,0.0,,75-76,transition,transition_75_76,-0.013716516956977442,missed,54-55,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.07951244115829467,0.5006454586982727,0.9291568994522095,0.03246753246753247,76-75,16.350316185190792,0.0,0.0,0.0,56,75-76,transition,transition_75_76,-17.440610483700315,missed,54-55,0.0,0.0,0.0,0,1,56
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.07951244115829467,0.21280141174793243,0.9291568994522095,0.03246753246753247,,16.275109452051076,0.0,0.0,0.0,56,76-75,transition,transition_76_75,-16.975698965853894,missed,54-55,0.0,0.0,0.0,0,1,56
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.0,0.0,0.0,0.1590909090909091,,20.075836261226275,0.0,0.0,0.0,,76-75,transition,transition_76_75,-0.013716516956977442,missed,54-55,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,ff597a782087c22107d69f99ad8a0a0656a7b4fd7f29e0dcf9ea00353abfbd40,10000,0.09297513170167804,0.2341001182794571,0.8514584302902222,0.04220779220779221,72-73,17.16501268223466,0.0,0.0,0.0,,76-75,transition,transition_76_75,-14.976468966676308,missed,54-55,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,0.0,0.0,0.03787878787878788,,3.5848580723713432,0.0,0.0,0.0,,72,anchor,anchor_72,-0.0058835561051964755,missed,51,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,0.0,0.0,0.022727272727272724,,4.765488181355828,0.0,0.0,0.0,,72,anchor,anchor_72,-0.0053594113253057,missed,51,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.08199849724769592,0.0,1.0,0.0,73,5.1260726934256,0.0,0.0,0.0,52,72,anchor,anchor_72,-10.721129523072777,missed,51,0.0,0.0,0.0,0,1,52
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,1.0,0.0,0.0,,6.332125404849032,1.0,1.0,1.0,52,73,anchor,anchor_73,9.555656076155604,clean_low_unintended,52,0.2857142857142857,1.0,0.16666666666666666,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,0.0,0.0,0.022727272727272724,,4.765488181355828,0.0,0.0,0.0,,73,anchor,anchor_73,-0.0053594113253057,missed,52,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.04382653832435608,0.0,0.8765307664871216,0.022727272727272724,74,4.178277738088104,0.0,0.0,0.0,55,73,anchor,anchor_73,-8.865124436514611,missed,52,0.0,0.0,0.0,0,1,55
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.04382653832435608,0.0,0.8765307664871216,0.022727272727272724,,4.178277738088104,0.0,0.0,0.0,55,74,anchor,anchor_74,-8.865124436514611,missed,53,0.0,0.0,0.0,0,1,55
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,0.0,0.0,0.022727272727272724,,4.765488181355828,0.0,0.0,0.0,,74,anchor,anchor_74,-0.0053594113253057,missed,53,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.08457140922546387,0.0,1.0,0.030303030303030304,75,3.2892428153268454,0.0,0.0,0.0,54,74,anchor,anchor_74,-14.963459743167235,missed,53,0.0,0.0,0.0,0,1,54
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.03829015493392945,1.0,0.53456711769104,0.030303030303030304,,4.559102273295226,1.0,1.0,1.0,54,75,anchor,anchor_75,7.667970488742978,clean_high_unintended,54,0.2857142857142857,1.0,0.16666666666666666,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,0.0,0.0,0.022727272727272724,,4.765488181355828,0.0,0.0,0.0,,75,anchor,anchor_75,-0.0053594113253057,missed,54,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.021780431270599365,0.0,0.4356086254119873,0.022727272727272724,76,3.5158018811373397,0.0,0.0,0.0,,75,anchor,anchor_75,-1.3215721527228266,missed,54,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.021780431270599365,0.0,0.4356086254119873,0.022727272727272724,,3.5158018811373397,0.0,0.0,0.0,,76,anchor,anchor_76,-1.3215721527228266,missed,55,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,0.0,0.0,0.022727272727272724,,4.765488181355828,0.0,0.0,0.0,,76,anchor,anchor_76,-0.0053594113253057,missed,55,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,0.0,0.0,0.03787878787878788,72,3.5848580723713432,0.0,0.0,0.0,,76,anchor,anchor_76,-0.0058835561051964755,missed,55,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,0.0,0.0,0.00974025974025974,,15.960174093075162,0.0,0.0,0.0,,72-73,transition,transition_72_73,-0.01209261451661587,missed,51-52,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.0,0.0,0.0,0.00974025974025974,,16.72037819004436,0.0,0.0,0.0,,72-73,transition,transition_72_73,-0.007606807871146882,missed,51-52,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.08183018565177919,0.13396790623664856,1.0,0.006493506493506494,73-72,16.141589957463065,0.6666666666666666,1.0,0.5,52,72-73,transition,transition_72_73,-10.15640625654374,missed,51-52,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed13_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,c36f60d6dc5510124d057126b745737538336f0083cf599fde32aa54f61b6ef4,25000,0.007064062356948853,1.0,0.14128124713897705,0.006493506493506494,,17.342731474570222,0.6666666666666666,1.0,0.5,52,73-72,transition,transition_73_72,9.500411690715701,near_clean_partial,51-52,0.14285714285714288,1.0,0.07692307692307693,0,0,
