audio_mode,audio_split,checkpoint_path,checkpoint_sha256,checkpoint_step,integrated_unintended_key_state,max_target_key_state,max_unintended_key_state,mean_action_saturation,mismatched_sequence,native_reward_sum,pressed_key_f1,pressed_key_precision,pressed_key_recall,pressed_keys,sequence,sequence_group,sequence_name,shaped_return,strict_outcome,target_keys,timestep_f1,timestep_precision,timestep_recall,variant_index,wrong_press_count,wrong_pressed_keys
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.05303030303030304,,5.282524887737381,0.0,0.0,0.0,,75,anchor,anchor_75,-3.659380927210052,missed,54,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.05303030303030304,76,5.2825252384674934,0.0,0.0,0.0,,75,anchor,anchor_75,-3.659380927027512,missed,54,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.05303030303030304,,5.2825252384674934,0.0,0.0,0.0,,76,anchor,anchor_76,-6.23279212945824,missed,55,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.05303030303030304,,5.282524887737381,0.0,0.0,0.0,,76,anchor,anchor_76,-6.232792129640778,missed,55,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.05303030303030304,72,5.282525059215216,0.0,0.0,0.0,,76,anchor,anchor_76,-6.232792129596074,missed,55,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015436874193,0.0,0.0,0.0,,72-73,transition,transition_72_73,-6.237880479682772,missed,51-52,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015309735254,0.0,0.0,0.0,,72-73,transition,transition_72_73,-6.237880479583001,missed,51-52,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,73-72,17.090015376231772,0.0,0.0,0.0,,72-73,transition,transition_72_73,-6.237880479600408,missed,51-52,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015376231772,0.0,0.0,0.0,,73-72,transition,transition_73_72,-3.6644692771696823,missed,51-52,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015309735254,0.0,0.0,0.0,,73-72,transition,transition_73_72,-3.664469277152276,missed,51-52,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,73-74,17.09001539419044,0.0,0.0,0.0,,73-72,transition,transition_73_72,-3.664469277232217,missed,51-52,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.09001539419044,0.0,0.0,0.0,,73-74,transition,transition_73_74,-3.664469277232217,missed,52-53,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015309735254,0.0,0.0,0.0,,73-74,transition,transition_73_74,-3.664469277152276,missed,52-53,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,74-73,17.090015568406,0.0,0.0,0.0,,73-74,transition,transition_73_74,-3.6644692773787004,missed,52-53,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.0,0.7367056012153625,0.0,0.029220779220779224,,17.41873837962072,0.0,0.0,0.0,,74-73,transition,transition_74_73,2.935470132571426,near_clean_partial,52-53,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.0,0.7367056012153625,0.0,0.029220779220779224,,17.418738120949975,0.0,0.0,0.0,,74-73,transition,transition_74_73,2.93547013279785,near_clean_partial,52-53,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.0,0.7367056012153625,0.0,0.029220779220779224,74-75,17.41873838030385,0.0,0.0,0.0,,74-73,transition,transition_74_73,2.935470132687782,near_clean_partial,52-53,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.0,0.7367056012153625,0.0,0.029220779220779224,,17.41873838030385,0.0,0.0,0.0,,74-75,transition,transition_74_75,2.935470132687782,near_clean_partial,53-54,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.0,0.7367056012153625,0.0,0.029220779220779224,,17.418738120949975,0.0,0.0,0.0,,74-75,transition,transition_74_75,2.93547013279785,near_clean_partial,53-54,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.0,0.7367056012153625,0.0,0.029220779220779224,75-74,17.418738148706595,0.0,0.0,0.0,,74-75,transition,transition_74_75,2.935470132487342,near_clean_partial,53-54,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015337491874,0.0,0.0,0.0,,75-74,transition,transition_75_74,-3.6644692774627843,missed,53-54,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015309735254,0.0,0.0,0.0,,75-74,transition,transition_75_74,-3.664469277152276,missed,53-54,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,75-76,17.090015335394,0.0,0.0,0.0,,75-74,transition,transition_75_74,-3.6644692771626195,missed,53-54,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015335394,0.0,0.0,0.0,,75-76,transition,transition_75_76,-3.6644692771626195,missed,54-55,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015309735254,0.0,0.0,0.0,,75-76,transition,transition_75_76,-3.664469277152276,missed,54-55,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,76-75,17.090015482268438,0.0,0.0,0.0,,75-76,transition,transition_75_76,-3.6644692772665457,missed,54-55,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015482268438,0.0,0.0,0.0,,76-75,transition,transition_76_75,-6.237880479697273,missed,54-55,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,,17.090015309735254,0.0,0.0,0.0,,76-75,transition,transition_76_75,-6.237880479583001,missed,54-55,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_10000_steps.pt,fbabaf2a72a05525108616d930e95a9faca80a14484123ab7743c93150b5b536,10000,0.03683528006076813,0.0,0.7367056012153625,0.029220779220779224,72-73,17.090015436874193,0.0,0.0,0.0,,76-75,transition,transition_76_75,-6.237880479682772,missed,54-55,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,72,anchor,anchor_72,-0.16860247839620676,missed,51,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,72,anchor,anchor_72,-0.16860247839620676,missed,51,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,73,6.950055134506553,0.0,0.0,0.0,,72,anchor,anchor_72,-0.16860247839620676,missed,51,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,73,anchor,anchor_73,-0.16860247839620676,missed,52,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,73,anchor,anchor_73,-0.16860247839620676,missed,52,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,74,6.950055134506553,0.0,0.0,0.0,,73,anchor,anchor_73,-0.16860247839620676,missed,52,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,74,anchor,anchor_74,-0.16860247839620676,missed,53,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,74,anchor,anchor_74,-0.16860247839620676,missed,53,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,75,6.950055134506553,0.0,0.0,0.0,,74,anchor,anchor_74,-0.16860247839620676,missed,53,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,75,anchor,anchor_75,-0.16860247839620676,missed,54,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,75,anchor,anchor_75,-0.16860247839620676,missed,54,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,76,6.950055134506553,0.0,0.0,0.0,,75,anchor,anchor_75,-0.16860247839620676,missed,54,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,76,anchor,anchor_76,-0.16860247839620676,missed,55,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,,6.950055134506553,0.0,0.0,0.0,,76,anchor,anchor_76,-0.16860247839620676,missed,55,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.007575757575757576,72,6.950055134506553,0.0,0.0,0.0,,76,anchor,anchor_76,-0.16860247839620676,missed,55,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.003246753246753247,,17.304168910824863,0.0,0.0,0.0,,72-73,transition,transition_72_73,-0.17807805855205625,missed,51-52,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.003246753246753247,,17.304168910824863,0.0,0.0,0.0,,72-73,transition,transition_72_73,-0.17807805855205625,missed,51-52,0.0,0.0,0.0,0,0,
mismatched,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.003246753246753247,73-72,17.304168910824863,0.0,0.0,0.0,,72-73,transition,transition_72_73,-0.17807805855205625,missed,51-52,0.0,0.0,0.0,0,0,
correct,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.003246753246753247,,17.304168910824863,0.0,0.0,0.0,,73-72,transition,transition_73_72,-0.17807805855205625,missed,51-52,0.0,0.0,0.0,0,0,
zero,canonical_eval,/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.011812941730022432,0.0,0.2362588346004486,0.003246753246753247,,17.304168910824863,0.0,0.0,0.0,,73-72,transition,transition_73_72,-0.17807805855205625,missed,51-52,0.0,0.0,0.0,0,0,
