anchor_pressed_key_f1_mean,anchor_pressed_key_f1_min,audio_mode,checkpoint_step,delta_pressed_key_f1_correct_minus_mismatch,delta_pressed_key_f1_correct_minus_zero,delta_timestep_f1_correct_minus_mismatch,delta_timestep_f1_correct_minus_zero,delta_transition_f1_correct_minus_mismatch,delta_transition_f1_correct_minus_zero,integrated_unintended_mean,max_unintended_max,max_unintended_mean,pressed_key_f1_mean,pressed_key_f1_min,pressed_key_precision_mean,pressed_key_recall_mean,sequence_count,timestep_f1_mean,timestep_f1_min,transition_pressed_key_f1_mean,transition_pressed_key_f1_min,transition_timestep_f1_mean,transition_timestep_f1_min,wrong_press_count_mean,wrong_press_count_total
0.0,0.0,correct,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.028334830815975487,0.7367056012153625,0.5666966163195096,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,mismatched,10000,,,,,,,0.028334830815975487,0.7367056012153625,0.5666966163195096,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,zero,10000,,,,,,,0.028334830815975487,0.7367056012153625,0.5666966163195096,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,correct,25000,0.0,0.0,0.0,0.0,0.0,0.0,0.011812941730022428,0.2362588346004486,0.2362588346004486,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,mismatched,25000,,,,,,,0.011812941730022428,0.2362588346004486,0.2362588346004486,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,zero,25000,,,,,,,0.011812941730022428,0.2362588346004486,0.2362588346004486,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,correct,50000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,mismatched,50000,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,zero,50000,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,correct,100000,0.0,0.0,0.0,0.0,0.0,0.0,0.06422778964042665,0.8763254284858704,0.6740964834506695,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,mismatched,100000,,,,,,,0.06422778964042665,0.8763254284858704,0.6740964834506695,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,zero,100000,,,,,,,0.06422778964042665,0.8763254284858704,0.6740964834506695,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,correct,250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0010339299646707682,0.026882179081439972,0.020678599293415364,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,mismatched,250000,,,,,,,0.0010339299646707682,0.026882179081439972,0.020678599293415364,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,zero,250000,,,,,,,0.0010339299646707682,0.026882179081439972,0.020678599293415364,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,correct,500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,mismatched,500000,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,zero,500000,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,correct,750000,0.0,0.0,0.0,0.0,0.0,0.0,0.039578746660397596,0.6141650676727295,0.5611820656519669,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,mismatched,750000,,,,,,,0.039578746660397596,0.6141650676727295,0.5611820656519669,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,zero,750000,,,,,,,0.039578746660397596,0.6141650676727295,0.5611820656519669,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,correct,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.01987299013596315,0.46972522139549255,0.39745980271926296,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,mismatched,1000000,,,,,,,0.01987299013596315,0.46972522139549255,0.39745980271926296,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,zero,1000000,,,,,,,0.01987299013596315,0.46972522139549255,0.39745980271926296,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
