checkpoint_path,checkpoint_sha256,checkpoint_step,max_abs_action_diff_correct_mismatched,max_abs_action_diff_correct_zero,mean_abs_action_diff_correct_mismatched,mean_abs_action_diff_correct_zero,mismatched_sequence,sequence,sequence_group,sequence_name
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,73,72,anchor,anchor_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,74,73,anchor,anchor_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,75,74,anchor,anchor_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,76,75,anchor,anchor_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,72,76,anchor,anchor_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,73-72,72-73,transition,transition_72_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,73-74,73-72,transition,transition_73_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,74-73,73-74,transition,transition_73_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,74-75,74-73,transition,transition_74_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,75-74,74-75,transition,transition_74_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,75-76,75-74,transition,transition_75_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,76-75,75-76,transition,transition_75_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_25000_steps.pt,b0200325d20f11060cddc4b7bb7379c0cdbd6166030369b9e7ec1f1e40f78477,25000,0.0,0.0,0.0,0.0,72-73,76-75,transition,transition_76_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,73,72,anchor,anchor_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,74,73,anchor,anchor_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,75,74,anchor,anchor_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,76,75,anchor,anchor_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,72,76,anchor,anchor_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,73-72,72-73,transition,transition_72_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,73-74,73-72,transition,transition_73_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,74-73,73-74,transition,transition_73_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,74-75,74-73,transition,transition_74_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,75-74,74-75,transition,transition_74_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,75-76,75-74,transition,transition_75_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,76-75,75-76,transition,transition_75_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_50000_steps.pt,3250a73bd49610beefd48435fa4654a348df6f398c4a05563e58f8346a1386ca,50000,0.0,0.0,0.0,0.0,72-73,76-75,transition,transition_76_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,73,72,anchor,anchor_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,74,73,anchor,anchor_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,75,74,anchor,anchor_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,76,75,anchor,anchor_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,72,76,anchor,anchor_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,73-72,72-73,transition,transition_72_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,73-74,73-72,transition,transition_73_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,74-73,73-74,transition,transition_73_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,74-75,74-73,transition,transition_74_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,75-74,74-75,transition,transition_74_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,75-76,75-74,transition,transition_75_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,76-75,75-76,transition,transition_75_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_100000_steps.pt,b511a908dd2d686bb57614f9e97a083aaf52becfae7a4fa55cac2f54ef1456f0,100000,0.0,0.0,0.0,0.0,72-73,76-75,transition,transition_76_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,73,72,anchor,anchor_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,74,73,anchor,anchor_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,75,74,anchor,anchor_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,76,75,anchor,anchor_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,72,76,anchor,anchor_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,73-72,72-73,transition,transition_72_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,73-74,73-72,transition,transition_73_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,74-73,73-74,transition,transition_73_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,74-75,74-73,transition,transition_74_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,75-74,74-75,transition,transition_74_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,75-76,75-74,transition,transition_75_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,76-75,75-76,transition,transition_75_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_250000_steps.pt,c402e41da1663073a431d3a5ae31b9311ab10bee06381bd5e035139994d99598,250000,0.0,0.0,0.0,0.0,72-73,76-75,transition,transition_76_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,73,72,anchor,anchor_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,74,73,anchor,anchor_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,75,74,anchor,anchor_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,76,75,anchor,anchor_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,72,76,anchor,anchor_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,73-72,72-73,transition,transition_72_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,73-74,73-72,transition,transition_73_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,74-73,73-74,transition,transition_73_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,74-75,74-73,transition,transition_74_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,75-74,74-75,transition,transition_74_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,75-76,75-74,transition,transition_75_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,76-75,75-76,transition,transition_75_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_500000_steps.pt,446149ec6c946062dee0a996ff0fd65759c6d66dcbde3ac212761a020ffbab38,500000,0.0,0.0,0.0,0.0,72-73,76-75,transition,transition_76_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,73,72,anchor,anchor_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,74,73,anchor,anchor_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,75,74,anchor,anchor_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,76,75,anchor,anchor_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,72,76,anchor,anchor_76
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,73-72,72-73,transition,transition_72_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,73-74,73-72,transition,transition_73_72
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,74-73,73-74,transition,transition_73_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,74-75,74-73,transition,transition_74_73
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,75-74,74-75,transition,transition_74_75
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,75-76,75-74,transition,transition_75_74
/workspace/experiments/pipeline2_direct_audio/pipeline2_direct_audio_droq_v1_seed37_1m_retry1/lightweight_checkpoints/checkpoint_750000_steps.pt,6a0882288a1a72b14b44b4e00d0489e687bfaeb6f26b984444ccf358a0eeac81,750000,0.0,0.0,0.0,0.0,76-75,75-76,transition,transition_75_76
