anchor_pressed_key_f1_mean,anchor_pressed_key_f1_min,audio_mode,checkpoint_step,delta_pressed_key_f1_correct_minus_mismatch,delta_pressed_key_f1_correct_minus_zero,delta_timestep_f1_correct_minus_mismatch,delta_timestep_f1_correct_minus_zero,delta_transition_f1_correct_minus_mismatch,delta_transition_f1_correct_minus_zero,integrated_unintended_mean,max_unintended_max,max_unintended_mean,pressed_key_f1_mean,pressed_key_f1_min,pressed_key_precision_mean,pressed_key_recall_mean,sequence_count,timestep_f1_mean,timestep_f1_min,transition_pressed_key_f1_mean,transition_pressed_key_f1_min,transition_timestep_f1_mean,transition_timestep_f1_min,wrong_press_count_mean,wrong_press_count_total
0.4,0.0,correct,10000,0.07692307692307698,0.39743589743589747,0.03296703296703296,0.08717948717948718,5.551115123125783e-17,0.3958333333333333,0.10832444321937287,1.0,0.8807205557823181,0.39743589743589747,0.0,0.5,0.34615384615384615,13,0.08717948717948718,0.0,0.3958333333333333,0.0,0.07023809523809525,0.0,0.46153846153846156,6
0.2,0.0,mismatched,10000,,,,,,,0.11640601742726106,1.0,0.9025240494654729,0.3205128205128205,0.0,0.4230769230769231,0.2692307692307692,13,0.054212454212454214,0.0,0.39583333333333326,0.0,0.05238095238095239,0.0,0.5384615384615384,7
0.0,0.0,zero,10000,,,,,,,0.05971726067364215,0.807183563709259,0.7149781653514276,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.0,correct,25000,0.1923076923076924,0.30769230769230776,0.1183150183150183,0.1271062271062271,0.0,0.3125,0.028267879576350633,1.0,0.358325162759194,0.4871794871794872,0.0,0.6025641025641025,0.46153846153846156,13,0.16007326007326006,0.0,0.47916666666666663,0.0,0.13690476190476192,0.0,0.23076923076923078,3
0.0,0.0,mismatched,25000,,,,,,,0.06066781672147606,1.0,0.6271003461801089,0.2948717948717948,0.0,0.4230769230769231,0.23076923076923078,13,0.04175824175824176,0.0,0.47916666666666663,0.0,0.06785714285714287,0.0,0.46153846153846156,6
0.2,0.0,zero,25000,,,,,,,0.06275263784023431,0.9150108695030212,0.8508882018236014,0.17948717948717946,0.0,0.23076923076923078,0.15384615384615385,13,0.03296703296703297,0.0,0.16666666666666666,0.0,0.01785714285714286,0.0,0.7692307692307693,10
0.6666666666666666,0.0,correct,50000,0.2564102564102565,0.6153846153846154,0.1918192918192918,0.2343101343101343,0.0,0.5833333333333333,0.034791672487671566,1.0,0.3956155398717293,0.6153846153846154,0.0,0.7692307692307693,0.5769230769230769,13,0.2343101343101343,0.0,0.5833333333333333,0.0,0.17142857142857149,0.0,0.15384615384615385,2
0.0,0.0,mismatched,50000,,,,,,,0.07132355683984665,1.0,0.7124091765055289,0.3589743589743589,0.0,0.5384615384615384,0.2692307692307692,13,0.0424908424908425,0.0,0.5833333333333333,0.0,0.06904761904761907,0.0,0.46153846153846156,6
0.0,0.0,zero,50000,,,,,,,0.06735319850536493,0.8529253005981445,0.7558240867578067,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8,0.0,correct,100000,0.34615384615384615,0.4230769230769231,0.2003663003663003,0.20842490842490835,0.0625,0.31249999999999994,0.03795904012110371,1.0,0.373755264454163,0.7051282051282051,0.0,0.8846153846153846,0.6153846153846154,13,0.2523809523809523,0.0,0.6458333333333333,0.5,0.18690476190476196,0.0,0.23076923076923078,3
0.0,0.0,mismatched,100000,,,,,,,0.08659289409048282,1.0,0.7949383164254519,0.3589743589743589,0.0,0.5384615384615384,0.2692307692307692,13,0.052014652014652024,0.0,0.5833333333333333,0.0,0.08452380952380954,0.0,0.6153846153846154,8
0.2,0.0,zero,100000,,,,,,,0.08558261623749365,1.0,0.8615932074876932,0.282051282051282,0.0,0.38461538461538464,0.23076923076923078,13,0.04395604395604396,0.0,0.3333333333333333,0.0,0.03571428571428572,0.0,0.6153846153846154,8
0.9333333333333332,0.6666666666666666,correct,250000,0.41025641025641013,0.48717948717948706,0.3198376786612081,0.3009085685556274,0.08333333333333337,0.3333333333333333,0.029509490527785745,1.0,0.45168116574104017,0.769230769230769,0.6666666666666666,0.9615384615384616,0.6923076923076923,13,0.39706241470947357,0.14285714285714288,0.6666666666666666,0.6666666666666666,0.302170868347339,0.14285714285714288,0.07692307692307693,1
0.0,0.0,mismatched,250000,,,,,,,0.10033154556384452,1.0,0.8309451169692553,0.3589743589743589,0.0,0.5384615384615384,0.2692307692307692,13,0.07722473604826546,0.0,0.5833333333333333,0.0,0.12549019607843137,0.0,0.5384615384615384,7
0.2,0.0,zero,250000,,,,,,,0.29816553757454334,1.0,0.9876556809131916,0.282051282051282,0.0,0.38461538461538464,0.23076923076923078,13,0.09615384615384616,0.0,0.3333333333333333,0.0,0.09375,0.0,0.6153846153846154,8
0.9333333333333332,0.6666666666666666,correct,500000,0.4102564102564103,0.3717948717948718,0.3442890442890443,0.1759024405147045,0.08333333333333337,0.1875,0.0287915365340618,1.0,0.435972564208966,0.782051282051282,0.5,0.9230769230769231,0.7307692307692307,13,0.4178938708350473,0.13333333333333336,0.6875,0.5,0.3223856209150327,0.13333333333333336,0.15384615384615385,2
0.0,0.0,mismatched,500000,,,,,,,0.12287528160959481,1.0,0.9238725419227893,0.37179487179487175,0.0,0.5,0.3076923076923077,13,0.073604826546003,0.0,0.6041666666666666,0.0,0.1196078431372549,0.0,0.6153846153846154,8
0.26666666666666666,0.0,zero,500000,,,,,,,0.4500821870106918,1.0,1.0,0.41025641025641024,0.0,0.38461538461538464,0.46153846153846156,13,0.24199143032034282,0.0,0.5,0.0,0.25862068965517243,0.0,1.2307692307692308,16
0.9333333333333332,0.6666666666666666,correct,750000,0.44871794871794873,0.382051282051282,0.3368104118104118,0.3011266511266511,0.14583333333333326,0.2041666666666666,0.056605692214977285,1.0,0.5783558184137711,0.7923076923076923,0.5,0.8974358974358974,0.7692307692307693,13,0.4101010101010101,0.13333333333333336,0.7041666666666666,0.5,0.2902777777777778,0.13333333333333336,0.23076923076923078,3
0.0,0.0,mismatched,750000,,,,,,,0.14359629404229615,1.0,0.999851433130411,0.34358974358974353,0.0,0.43589743589743585,0.3076923076923077,13,0.07329059829059828,0.0,0.5583333333333333,0.0,0.11909722222222222,0.0,0.7692307692307693,10
0.26666666666666666,0.0,zero,750000,,,,,,,0.25756616643988167,0.9504008889198303,0.9428021082511315,0.41025641025641024,0.0,0.38461538461538464,0.46153846153846156,13,0.10897435897435896,0.0,0.5,0.0,0.09375,0.0,1.2307692307692308,16
0.9333333333333332,0.6666666666666666,correct,1000000,0.4487179487179487,0.4615384615384615,0.46946795894164317,0.44343843291211715,0.14583333333333326,0.29166666666666663,0.04427965281961056,1.0,0.5959160717634054,0.7948717948717948,0.5,0.8846153846153846,0.7692307692307693,13,0.5434384329121171,0.13333333333333336,0.7083333333333333,0.5,0.4664207868155237,0.13333333333333336,0.23076923076923078,3
0.0,0.0,mismatched,1000000,,,,,,,0.18853519494430374,1.0,0.9847207757142874,0.34615384615384615,0.0,0.4230769230769231,0.3076923076923077,13,0.07397047397047397,0.0,0.5625,0.0,0.12020202020202021,0.0,0.7692307692307693,10
0.2,0.0,zero,1000000,,,,,,,0.29850845860603914,1.0,0.9715866354795603,0.3333333333333333,0.0,0.2692307692307692,0.46153846153846156,13,0.09999999999999999,0.0,0.41666666666666663,0.0,0.09999999999999999,0.0,2.0,26
